filepath,label
Fake faces/fake_8328.png,0
Fake faces/fake_7388.png,0
Fake faces/fake_8031.png,0
Real faces/real_3848.png,1
Real faces/real_6766.png,1
Real faces/real_6327.png,1
Real faces/real_8162.png,1
Real faces/real_8381.png,1
Real faces/real_5624.png,1
Real faces/real_4165.png,1
Fake faces/fake_1988.png,0
Fake faces/fake_281.png,0
Fake faces/fake_8033.png,0
Real faces/real_3677.png,1
Fake faces/fake_4260.png,0
Fake faces/fake_2639.png,0
Real faces/real_4574.png,1
Fake faces/fake_3839.png,0
Fake faces/fake_3118.png,0
Fake faces/fake_1949.png,0
Fake faces/fake_3310.png,0
Real faces/real_4437.png,1
Real faces/real_8695.png,1
Fake faces/fake_2473.png,0
Real faces/real_7345.png,1
Fake faces/fake_3930.png,0
Fake faces/fake_272.png,0
Fake faces/fake_2746.png,0
Fake faces/fake_9968.png,0
Fake faces/fake_9809.png,0
Real faces/real_5212.png,1
Real faces/real_797.png,1
Fake faces/fake_9206.png,0
Fake faces/fake_1581.png,0
Fake faces/fake_4910.png,0
Real faces/real_5188.png,1
Real faces/real_5681.png,1
Fake faces/fake_3240.png,0
Real faces/real_5072.png,1
Real faces/real_2779.png,1
Real faces/real_2098.png,1
Real faces/real_2451.png,1
Fake faces/fake_5444.png,0
Real faces/real_1117.png,1
Fake faces/fake_5830.png,0
Real faces/real_6297.png,1
Fake faces/fake_3380.png,0
Fake faces/fake_4675.png,0
Fake faces/fake_4464.png,0
Real faces/real_5665.png,1
Fake faces/fake_8367.png,0
Real faces/real_9653.png,1
Fake faces/fake_8537.png,0
Fake faces/fake_9445.png,0
Fake faces/fake_6449.png,0
Real faces/real_7841.png,1
Fake faces/fake_1708.png,0
Real faces/real_4386.png,1
Real faces/real_3614.png,1
Fake faces/fake_4743.png,0
Real faces/real_9963.png,1
Real faces/real_2827.png,1
Fake faces/fake_8741.png,0
Real faces/real_3114.png,1
Fake faces/fake_4489.png,0
Real faces/real_9298.png,1
Real faces/real_7805.png,1
Fake faces/fake_9476.png,0
Real faces/real_762.png,1
Real faces/real_549.png,1
Fake faces/fake_5059.png,0
Real faces/real_6364.png,1
Real faces/real_7012.png,1
Real faces/real_2330.png,1
Real faces/real_8851.png,1
Fake faces/fake_1443.png,0
Fake faces/fake_6229.png,0
Real faces/real_344.png,1
Real faces/real_5127.png,1
Fake faces/fake_3195.png,0
Fake faces/fake_4759.png,0
Real faces/real_3993.png,1
Fake faces/fake_2670.png,0
Real faces/real_7471.png,1
Real faces/real_1705.png,1
Real faces/real_8787.png,1
Fake faces/fake_1939.png,0
Real faces/real_1460.png,1
Fake faces/fake_6341.png,0
Real faces/real_989.png,1
Fake faces/fake_8967.png,0
Fake faces/fake_7397.png,0
Fake faces/fake_1327.png,0
Real faces/real_3495.png,1
Real faces/real_4691.png,1
Fake faces/fake_8960.png,0
Real faces/real_6841.png,1
Real faces/real_5771.png,1
Real faces/real_8938.png,1
Real faces/real_3509.png,1
Real faces/real_6734.png,1
Real faces/real_9182.png,1
Fake faces/fake_2762.png,0
Fake faces/fake_5452.png,0
Fake faces/fake_9369.png,0
Fake faces/fake_5281.png,0
Real faces/real_5929.png,1
Fake faces/fake_6847.png,0
Fake faces/fake_1046.png,0
Fake faces/fake_2359.png,0
Real faces/real_5029.png,1
Real faces/real_5854.png,1
Fake faces/fake_5648.png,0
Real faces/real_7875.png,1
Real faces/real_8297.png,1
Fake faces/fake_1653.png,0
Fake faces/fake_5193.png,0
Real faces/real_6348.png,1
Fake faces/fake_5391.png,0
Fake faces/fake_9879.png,0
Fake faces/fake_3401.png,0
Fake faces/fake_7694.png,0
Fake faces/fake_8749.png,0
Real faces/real_6159.png,1
Fake faces/fake_7006.png,0
Fake faces/fake_7712.png,0
Real faces/real_3732.png,1
Real faces/real_8276.png,1
Fake faces/fake_3851.png,0
Real faces/real_1643.png,1
Fake faces/fake_8680.png,0
Fake faces/fake_2116.png,0
Fake faces/fake_3932.png,0
Fake faces/fake_3088.png,0
Fake faces/fake_9096.png,0
Fake faces/fake_5594.png,0
Fake faces/fake_4461.png,0
Fake faces/fake_3730.png,0
Fake faces/fake_945.png,0
Fake faces/fake_7136.png,0
Fake faces/fake_3331.png,0
Real faces/real_3430.png,1
Real faces/real_8984.png,1
Real faces/real_9495.png,1
Fake faces/fake_6064.png,0
Fake faces/fake_4857.png,0
Real faces/real_651.png,1
Fake faces/fake_4520.png,0
Fake faces/fake_7622.png,0
Real faces/real_8427.png,1
Fake faces/fake_4364.png,0
Real faces/real_3075.png,1
Fake faces/fake_5134.png,0
Fake faces/fake_8511.png,0
Fake faces/fake_4704.png,0
Real faces/real_9149.png,1
Real faces/real_5773.png,1
Fake faces/fake_8485.png,0
Fake faces/fake_2906.png,0
Real faces/real_6234.png,1
Fake faces/fake_874.png,0
Fake faces/fake_416.png,0
Fake faces/fake_4167.png,0
Real faces/real_2112.png,1
Real faces/real_3636.png,1
Fake faces/fake_5547.png,0
Real faces/real_6717.png,1
Fake faces/fake_1162.png,0
Real faces/real_8172.png,1
Fake faces/fake_5695.png,0
Fake faces/fake_8352.png,0
Real faces/real_2231.png,1
Fake faces/fake_6473.png,0
Real faces/real_753.png,1
Real faces/real_5682.png,1
Fake faces/fake_1491.png,0
Fake faces/fake_8141.png,0
Real faces/real_9906.png,1
Fake faces/fake_5964.png,0
Real faces/real_3731.png,1
Real faces/real_6056.png,1
Fake faces/fake_2536.png,0
Real faces/real_2682.png,1
Fake faces/fake_7717.png,0
Fake faces/fake_6929.png,0
Real faces/real_2745.png,1
Fake faces/fake_2550.png,0
Fake faces/fake_4902.png,0
Real faces/real_9201.png,1
Real faces/real_9095.png,1
Fake faces/fake_1737.png,0
Real faces/real_2645.png,1
Real faces/real_825.png,1
Real faces/real_465.png,1
Fake faces/fake_1816.png,0
Fake faces/fake_2729.png,0
Real faces/real_8606.png,1
Real faces/real_1742.png,1
Fake faces/fake_158.png,0
Fake faces/fake_1376.png,0
Fake faces/fake_2345.png,0
Fake faces/fake_1120.png,0
Real faces/real_1840.png,1
Fake faces/fake_6840.png,0
Fake faces/fake_1386.png,0
Real faces/real_8748.png,1
Real faces/real_6513.png,1
Real faces/real_7984.png,1
Fake faces/fake_89.png,0
Fake faces/fake_9644.png,0
Real faces/real_5093.png,1
Real faces/real_1658.png,1
Fake faces/fake_5324.png,0
Fake faces/fake_2419.png,0
Real faces/real_9375.png,1
Real faces/real_9518.png,1
Real faces/real_8555.png,1
Real faces/real_6944.png,1
Real faces/real_4445.png,1
Real faces/real_5764.png,1
Real faces/real_8841.png,1
Fake faces/fake_7118.png,0
Fake faces/fake_8216.png,0
Real faces/real_7055.png,1
Fake faces/fake_9988.png,0
Fake faces/fake_199.png,0
Fake faces/fake_533.png,0
Real faces/real_9855.png,1
Real faces/real_9487.png,1
Real faces/real_7614.png,1
Fake faces/fake_1557.png,0
Fake faces/fake_2287.png,0
Fake faces/fake_3465.png,0
Fake faces/fake_3660.png,0
Real faces/real_6873.png,1
Real faces/real_1197.png,1
Real faces/real_1570.png,1
Fake faces/fake_5819.png,0
Fake faces/fake_8429.png,0
Fake faces/fake_5498.png,0
Real faces/real_406.png,1
Real faces/real_4218.png,1
Real faces/real_5850.png,1
Fake faces/fake_2557.png,0
Fake faces/fake_8042.png,0
Real faces/real_8506.png,1
Fake faces/fake_646.png,0
Fake faces/fake_3976.png,0
Fake faces/fake_1905.png,0
Fake faces/fake_1614.png,0
Real faces/real_1425.png,1
Fake faces/fake_73.png,0
Fake faces/fake_6001.png,0
Real faces/real_5999.png,1
Real faces/real_5802.png,1
Fake faces/fake_1745.png,0
Fake faces/fake_1215.png,0
Fake faces/fake_8000.png,0
Fake faces/fake_3070.png,0
Fake faces/fake_5419.png,0
Fake faces/fake_442.png,0
Fake faces/fake_6271.png,0
Fake faces/fake_6850.png,0
Fake faces/fake_5238.png,0
Fake faces/fake_4773.png,0
Fake faces/fake_601.png,0
Real faces/real_1714.png,1
Real faces/real_9245.png,1
Real faces/real_8720.png,1
Real faces/real_1356.png,1
Fake faces/fake_4844.png,0
Fake faces/fake_4585.png,0
Fake faces/fake_9379.png,0
Real faces/real_3679.png,1
Real faces/real_7460.png,1
Fake faces/fake_6435.png,0
Fake faces/fake_5025.png,0
Fake faces/fake_7139.png,0
Real faces/real_2502.png,1
Fake faces/fake_4509.png,0
Fake faces/fake_8250.png,0
Real faces/real_8593.png,1
Fake faces/fake_40.png,0
Fake faces/fake_4178.png,0
Fake faces/fake_974.png,0
Real faces/real_6363.png,1
Fake faces/fake_9511.png,0
Real faces/real_6861.png,1
Real faces/real_2862.png,1
Fake faces/fake_3052.png,0
Real faces/real_1151.png,1
Real faces/real_9907.png,1
Fake faces/fake_6500.png,0
Real faces/real_7687.png,1
Fake faces/fake_8490.png,0
Real faces/real_3028.png,1
Fake faces/fake_3074.png,0
Real faces/real_866.png,1
Real faces/real_7098.png,1
Real faces/real_6017.png,1
Real faces/real_1767.png,1
Fake faces/fake_9872.png,0
Fake faces/fake_3400.png,0
Fake faces/fake_7650.png,0
Real faces/real_9517.png,1
Fake faces/fake_204.png,0
Real faces/real_4898.png,1
Real faces/real_4604.png,1
Fake faces/fake_2072.png,0
Fake faces/fake_5711.png,0
Real faces/real_1181.png,1
Real faces/real_6.png,1
Fake faces/fake_7666.png,0
Real faces/real_6721.png,1
Real faces/real_706.png,1
Real faces/real_529.png,1
Fake faces/fake_9264.png,0
Fake faces/fake_9719.png,0
Real faces/real_7286.png,1
Fake faces/fake_8387.png,0
Real faces/real_9776.png,1
Real faces/real_4939.png,1
Real faces/real_4374.png,1
Real faces/real_9851.png,1
Real faces/real_7446.png,1
Real faces/real_606.png,1
Fake faces/fake_1797.png,0
Fake faces/fake_90.png,0
Fake faces/fake_6688.png,0
Real faces/real_4813.png,1
Real faces/real_8483.png,1
Real faces/real_2163.png,1
Fake faces/fake_590.png,0
Real faces/real_12.png,1
Fake faces/fake_9761.png,0
Real faces/real_2425.png,1
Fake faces/fake_4613.png,0
Real faces/real_5551.png,1
Real faces/real_4463.png,1
Real faces/real_8619.png,1
Real faces/real_2739.png,1
Fake faces/fake_8403.png,0
Real faces/real_9960.png,1
Fake faces/fake_7638.png,0
Real faces/real_9461.png,1
Real faces/real_5841.png,1
Fake faces/fake_5132.png,0
Fake faces/fake_1763.png,0
Fake faces/fake_8956.png,0
Fake faces/fake_648.png,0
Fake faces/fake_9388.png,0
Fake faces/fake_7756.png,0
Real faces/real_1649.png,1
Fake faces/fake_8781.png,0
Real faces/real_9287.png,1
Real faces/real_7969.png,1
Real faces/real_1456.png,1
Real faces/real_3421.png,1
Fake faces/fake_8647.png,0
Real faces/real_9893.png,1
Fake faces/fake_1283.png,0
Fake faces/fake_946.png,0
Real faces/real_6029.png,1
Fake faces/fake_6532.png,0
Fake faces/fake_5925.png,0
Fake faces/fake_9287.png,0
Fake faces/fake_8915.png,0
Fake faces/fake_3385.png,0
Fake faces/fake_3332.png,0
Fake faces/fake_5991.png,0
Real faces/real_2690.png,1
Real faces/real_8187.png,1
Real faces/real_8703.png,1
Real faces/real_5494.png,1
Fake faces/fake_3341.png,0
Fake faces/fake_9329.png,0
Fake faces/fake_5601.png,0
Fake faces/fake_6282.png,0
Real faces/real_2520.png,1
Fake faces/fake_2115.png,0
Fake faces/fake_38.png,0
Real faces/real_2343.png,1
Real faces/real_5016.png,1
Real faces/real_5376.png,1
Fake faces/fake_2790.png,0
Real faces/real_7029.png,1
Real faces/real_3413.png,1
Real faces/real_8653.png,1
Fake faces/fake_3315.png,0
Fake faces/fake_7728.png,0
Fake faces/fake_4188.png,0
Fake faces/fake_1433.png,0
Fake faces/fake_4788.png,0
Fake faces/fake_8922.png,0
Fake faces/fake_2426.png,0
Fake faces/fake_9658.png,0
Real faces/real_1212.png,1
Real faces/real_6722.png,1
Fake faces/fake_7599.png,0
Real faces/real_2021.png,1
Real faces/real_2462.png,1
Fake faces/fake_5651.png,0
Real faces/real_4247.png,1
Fake faces/fake_884.png,0
Real faces/real_720.png,1
Real faces/real_2017.png,1
Real faces/real_6584.png,1
Real faces/real_8119.png,1
Fake faces/fake_7250.png,0
Fake faces/fake_3875.png,0
Fake faces/fake_7482.png,0
Fake faces/fake_8966.png,0
Real faces/real_3818.png,1
Fake faces/fake_2078.png,0
Real faces/real_3155.png,1
Real faces/real_6949.png,1
Real faces/real_5951.png,1
Real faces/real_453.png,1
Fake faces/fake_3575.png,0
Real faces/real_8455.png,1
Fake faces/fake_1548.png,0
Fake faces/fake_7971.png,0
Fake faces/fake_1958.png,0
Real faces/real_4635.png,1
Fake faces/fake_786.png,0
Real faces/real_7005.png,1
Real faces/real_8228.png,1
Fake faces/fake_8761.png,0
Fake faces/fake_3352.png,0
Fake faces/fake_1400.png,0
Real faces/real_5106.png,1
Fake faces/fake_1420.png,0
Real faces/real_8889.png,1
Real faces/real_2459.png,1
Real faces/real_6072.png,1
Fake faces/fake_9391.png,0
Fake faces/fake_1378.png,0
Real faces/real_7159.png,1
Fake faces/fake_1359.png,0
Fake faces/fake_6198.png,0
Real faces/real_5001.png,1
Fake faces/fake_9586.png,0
Fake faces/fake_1849.png,0
Fake faces/fake_1806.png,0
Real faces/real_7443.png,1
Real faces/real_7017.png,1
Fake faces/fake_4534.png,0
Fake faces/fake_7815.png,0
Real faces/real_3330.png,1
Real faces/real_505.png,1
Real faces/real_6905.png,1
Real faces/real_4558.png,1
Fake faces/fake_9109.png,0
Real faces/real_9160.png,1
Real faces/real_4423.png,1
Fake faces/fake_7976.png,0
Fake faces/fake_856.png,0
Real faces/real_5641.png,1
Real faces/real_2473.png,1
Real faces/real_9708.png,1
Fake faces/fake_5481.png,0
Fake faces/fake_105.png,0
Real faces/real_8520.png,1
Fake faces/fake_5456.png,0
Real faces/real_3164.png,1
Fake faces/fake_8954.png,0
Fake faces/fake_8373.png,0
Fake faces/fake_587.png,0
Real faces/real_9816.png,1
Real faces/real_3352.png,1
Fake faces/fake_223.png,0
Real faces/real_5794.png,1
Real faces/real_9850.png,1
Fake faces/fake_7171.png,0
Real faces/real_2104.png,1
Fake faces/fake_366.png,0
Real faces/real_3343.png,1
Real faces/real_5837.png,1
Fake faces/fake_3608.png,0
Fake faces/fake_1993.png,0
Real faces/real_6926.png,1
Real faces/real_6317.png,1
Fake faces/fake_6569.png,0
Fake faces/fake_8315.png,0
Fake faces/fake_5329.png,0
Real faces/real_7644.png,1
Fake faces/fake_2300.png,0
Real faces/real_6870.png,1
Real faces/real_4641.png,1
Fake faces/fake_2149.png,0
Fake faces/fake_9458.png,0
Fake faces/fake_7924.png,0
Real faces/real_3791.png,1
Fake faces/fake_9157.png,0
Fake faces/fake_5016.png,0
Real faces/real_7719.png,1
Real faces/real_2421.png,1
Real faces/real_7217.png,1
Real faces/real_2671.png,1
Fake faces/fake_6916.png,0
Fake faces/fake_3971.png,0
Fake faces/fake_693.png,0
Real faces/real_6748.png,1
Fake faces/fake_3062.png,0
Fake faces/fake_4654.png,0
Real faces/real_7544.png,1
Real faces/real_5621.png,1
Real faces/real_1531.png,1
Real faces/real_5049.png,1
Real faces/real_9390.png,1
Fake faces/fake_6476.png,0
Fake faces/fake_4824.png,0
Fake faces/fake_4850.png,0
Fake faces/fake_5919.png,0
Fake faces/fake_1267.png,0
Real faces/real_313.png,1
Fake faces/fake_8341.png,0
Fake faces/fake_79.png,0
Real faces/real_7545.png,1
Real faces/real_5848.png,1
Real faces/real_8117.png,1
Real faces/real_9697.png,1
Real faces/real_4522.png,1
Fake faces/fake_3095.png,0
Fake faces/fake_6004.png,0
Real faces/real_2090.png,1
Real faces/real_3589.png,1
Real faces/real_998.png,1
Fake faces/fake_7308.png,0
Fake faces/fake_5210.png,0
Fake faces/fake_6728.png,0
Real faces/real_802.png,1
Real faces/real_8021.png,1
Real faces/real_9549.png,1
Real faces/real_9945.png,1
Real faces/real_8861.png,1
Fake faces/fake_7721.png,0
Fake faces/fake_6876.png,0
Real faces/real_8140.png,1
Fake faces/fake_8891.png,0
Fake faces/fake_6416.png,0
Fake faces/fake_9208.png,0
Fake faces/fake_3308.png,0
Real faces/real_3136.png,1
Real faces/real_6934.png,1
Fake faces/fake_120.png,0
Fake faces/fake_3360.png,0
Fake faces/fake_3476.png,0
Fake faces/fake_7365.png,0
Real faces/real_3357.png,1
Fake faces/fake_6545.png,0
Fake faces/fake_6951.png,0
Real faces/real_2924.png,1
Fake faces/fake_804.png,0
Real faces/real_7341.png,1
Fake faces/fake_3708.png,0
Real faces/real_3362.png,1
Real faces/real_1109.png,1
Real faces/real_1592.png,1
Fake faces/fake_7454.png,0
Real faces/real_5881.png,1
Fake faces/fake_2446.png,0
Real faces/real_3166.png,1
Fake faces/fake_3239.png,0
Fake faces/fake_8644.png,0
Real faces/real_6248.png,1
Fake faces/fake_6270.png,0
Real faces/real_1232.png,1
Real faces/real_260.png,1
Real faces/real_842.png,1
Real faces/real_5924.png,1
Real faces/real_9239.png,1
Real faces/real_8264.png,1
Real faces/real_9808.png,1
Fake faces/fake_7278.png,0
Real faces/real_662.png,1
Fake faces/fake_6859.png,0
Real faces/real_542.png,1
Real faces/real_2370.png,1
Real faces/real_4787.png,1
Fake faces/fake_9094.png,0
Real faces/real_7309.png,1
Fake faces/fake_93.png,0
Fake faces/fake_5087.png,0
Real faces/real_6303.png,1
Real faces/real_9859.png,1
Real faces/real_546.png,1
Fake faces/fake_6459.png,0
Real faces/real_6036.png,1
Real faces/real_5986.png,1
Real faces/real_4907.png,1
Real faces/real_961.png,1
